objectid,title,display_template,id,title_article_chapter,author_article_chapter,in,book_author,title,place,publisher,volume,date,page,format,full_text,notes,Column14,subject,call_number,location
objectid000034,Vessels built by William Hickman at his shipyard on Dorchester Island and launched into the Memramcook river.,record,34,Vessels built by William Hickman at his shipyard on Dorchester Island and launched into the Memramcook river.,,In:,"Bowser, Reginald B.",Dorchester Island and related areas.,"Dorchester, N.B.",The author,,"1986,",p. 139,Book;,,,,"Thomas Cochrane (Barque);Maggie Chapman (Barque);Sarah M. Smith (Barque);Maggie L. Carvell (Barque);J.C. Lamb (Barque);John Rutherford (Barque);Harriet Hickman (Barque?);Sarah Chambers (Barque);Thomas Keillor (Barque);Bessie May (Brigantine);Bertha Anderson (Barque);Joseph Hickman (Barque);William K. Chapman (Ship);William Cochrane (Barque);John Hickman (Barque);J.I. Smith (Ship);Ethel Emmerson (Ship);Hickman shipyard;Shipyards;Shipbuilding;Ships;Dorchester Island;Hickman, William 1823-1903",FC 2495 D6 B6 1986,W.P. Bell Collection of Acadiana
objectid000035,Journal of Colonel John Winslow of the provincial troops while engaged in removing the Acadians French inhabitants from Grande Pre and the neighbouring settlements in the autumn of the year 1753,record,36,Journal of Colonel John Winslow of the provincial troops while engaged in removing the Acadians French inhabitants from Grande Pre and the neighbouring settlements in the autumn of the year 1753,"Winslow, John",,,Collections of the Nova Scotia Historical Society,,,Vol III,1753;|1882-3,71-196,Periodical;,,,,"Acadians,;Deportation;Lawrence, Charles 1709-1760;Letters;Winslow, John 1703 - 1774;Monckton, Robert;Prebble, Jedidiah;Fort Cumberland;Fort Beausejour;Personal Accounts;Shepody;Petitcodiac;Aulac;Army",FC 2303 N93,W.P. Bell Collection of Acadiana
objectid000036,Journal of Colonel John Winslow of the provincial troops while engaged in the siege of Fort Beausejour in the summer and autumn of 1753.,record,37,Journal of Colonel John Winslow of the provincial troops while engaged in the siege of Fort Beausejour in the summer and autumn of 1753.,"Winslow, John",,,Collections of the Nova Scotia Historical Society,,,Vol. IV,1753;|1884,113-246,Periodical;,,,,"Baie Verte; Monckton, Robert, 1726-1782.;Winslow, John 1703 - 1774;Fort Lawrence;Fort Gaspereau;Fort Cumberland;Fort Beausejour;Acadians;Deportation;Army;New England Regiment;Sieges;Personal Accounts;Aulac;Journals",FC 2303 N93,W.P. Bell Collection of Acadiana
objectid000037,"The Chignecto Connexion:  the history of Sackville Methodist/United Church, 1772-1990",record,38,,,,"Penner, Peter","The Chignecto Connexion:  the history of Sackville Methodist/United Church, 1772-1990","Sackville, N.B.",Sackville United Church,,1990,192 p,Book;,,,,"Methodist Church;Black, William, 1760-1834.;Mann, James;Mann, John;Earley, William;Cooper, John;Marsden, Joshua, 1777-1837;Bennett, William;Bamford, Stephen;Dunbar, James;Strong, John B.;Temple, William;Busby, Sampson;Mcleod, Alexander W.;Smithson, William;Pickles, Michael;Daniel, Henry;Allison, Charles Frederick 1795-1858;DeWolf, Charles;Snowball, John;Botterell, Edmund;Nicolson, Alexander Wylie;Sprague, Samuel W.;Brettle, Elias;Hart, Joseph;Pickard, Humphrey 1813-1890;Chapman, Douglas;Percival, W.W.;Shenton, Job;Phinney, J.S.;Weddall, Richard;Brecken, Ralph;Allen, J.S.;Harrison, F.W.;Harrison, William;Howard, Samuel;Sprague, Howard;Rogers, Jabez A.;Lund, John C.;Bond, George J.;Thomas, Herbert E.;Ryan, W.M.;Philp, J. Howard;Methodists;Sackville;Pointe De Bute;Mount Allison University;Cookville;Anderson Settlement;Fairfield;Rockport;Tantramar Mission;United Church",BX 9282.8 S32 P56 1990,W.P. Bell Collection of Acadiana
objectid000038,"Visit to Chignecto, 1888",record,39,"Visit to Chignecto, 1888","Brownell, George W.",,,Westmorland Historical Society Newsletter,,,Vol. XXV,1889/01|1990,5-6.,,,"Reprinted from:Reformed Presbyterian Advocate, 1889,pp. 72-72",,"Personal Accounts;Letters;Hay, Eldon;1880;Shemogue;Reformed Presbyterian Church",FC 2495 W4 W4,W.P. Bell Collection of Acadiana
objectid000039,Westmorland,record,40,Westmorland,,In,"Fisher, Peter","Notitia of New Brunswick for 1836 and extending into 1837 comprising historical, geographical, statitical and commerce notes of the province.","Saint John, N.B.",Henry Chubb,,"1838,",pp.117-121,,,,,Westmorland County;Boundaries;Yorkshire settlers;Tantramar Marsh;Marshes;Agriculture;Quarries; Quarrying;Grindstones;1750;Tides;Fort Cumberland;Fort Monckton;Baie Verte;Dorchester;Westcock;Pointe de Bute;Acadians,FC 2467.2 F5 1838,W.P. Bell Collection of Acadiana
objectid000040,Jolicure Mystery Hole,record,41,Jolicure Mystery Hole,,,,Chignecto Post and Borderer,,,,1879/12/11,p. 3.,,,,,Folklore;Treasure;Jolicure;Acadians -;Deportation,M 5045,"W.P. Bell Collection of Acadiana, Microform Room"
objectid000041,Early History of Dorchester and Other Parts of New Brunswick,record,42,,,,"Milner, William Cochrane 1846 - 1939",Early History of Dorchester and Other Parts of New Brunswick,"Sackville, N.B.",The author,,1935,32p.,,,,,"Dorchester;Gilbert Family;Chapman Family;Robb family;Chandler Family;Smith, Albert;Palmer family;Desbarres, Joseph Frederck Wallett (1722-1824);Dorchester Island;Acadians;Yorkshire Settlers;War of 1812;Personal Accounts;Settlement;Schools;Ships;1750",FC 2499 D57 M5 1932,W.P. Bell Collection of Acadiana
objectid000042,Dorchester,record,43,,,,"How, Douglas",Dorchester,"Dorchester, N.B.",Dorchester Home and School Association,,1967,22p.,,,,,"Dorchester;Cole, Rufus;Ayer, Elijah;Eddy, Jonathan;Keillor, John;Weldon, Andrew;Chapman, John;Botsford, Amos Edwin;Babcock, Amos;Chandler, Edward B.;Smith, Albert J.;Crane, William 1785-1853;Landry, Pierre;Acadians -;Deportation;Eddy rebellion;American revolution;Yorkshire Settlers;Loyalists;Trials;Courthouses;Civil War;Shipbuilding;Shipyards;Methodists",FC 2499 D57 H6 1967a,W.P. Bell Collection of Acadiana
objectid000043,The Geography of Settlement: Atlantic Canada,record,44,The Geography of Settlement: Atlantic Canada,"Huston, Cecil J.|Smyth, William J.",,,In: Irish emigration and Canadian settlement: Patterns links and letters,Toronto,University of Toronto Press,,"I990,",pp. 192-201,Microform,,,,Cape Tormentine;Irish settlers;Immigration;Melrose;Emigrant Road;1850;Catholic Church;Botsford Parish;Westmorland County;Tormentine New Road,FC 106 I6 H68 1990,"W.P. Bell Collection of Acadiana, Microform Room"
objectid000044,Records of Chignecto,record,45,Records of Chignecto,"Milner, William Cochrane 1846 - 1939",,,Collections of the Nova Scotia Historical Society,,,Vol. XV,1911,1-86,Map|Illustrated|Full Text;|Online;,"FT  Excerpt:  The first European who visited Chignecto, of whom we have any record, was Diego Homen a Portuguese settled at Venice.  In 1558 he voyaged into the Bay of Fundy and made a map showing Chignecto Bay.  It is probable that Portuguese and French fishermen cast their nets into these waters even before that date.  Cartier and Roberval did not go so far South.  Champlain sailed with De Monts into the Bay of Fundy in 1604.  The next visitor of whom we have a record is Biencourt ....................................................................................................................

Jean de Biencourt with four Indians made the trip accompanied by Father Biard, a member of that Order, whose sons forced their way through trackless wastes of the vast solitudes of the west planting the cross and watering it with their blood..........................................................................................................................

Father Biard in his record of the trip says:   ""At Chignecto, there is a beautiful prairie as far as you can see.  Several rivers discharge themselves into the Bay.  The Indians number 60 or 80 souls, and they are not so vagabondish as others, because this spot is more retired and more abundant in chase for food.  The country is for the most part agreeable and to my mind of great fertility if cultivated.""....................................................................................................

Caulfield writes to the Board of Trade in 1715 of Chignecto:

""A low lying country used mostly for raising black and white cattle. Were, in our necessity supplied with about 70 barrels of extraordinary good beef.  The greatest resort for the Penobscot and St. John Indians, who barter to the French great quantities of furs and feathers for provisions.  They have oxen and cows about 1000; sheep about 100; hogs about 800; corn to support their families (about 50). Computed at 6000 bushels."".......................................................................................................

..................................................................................................................


At this time Minas had about two hundred settled families and raised about three times as much stock.  It is also recorded that at this date the catch of fish on our shores by New Englanders was 100,000 quintals per annum.  A large trade was carried on between the Acadian settlements on the Bay of Fundy and Louisburg.  Beef, cattle, grain and other products were transhipped over the Isthmus of Chignecto and carried down the coast in small vessels, receiving back European goods. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ... . . . .. . . . . . . . . . . . . . . . . ..................................................................................................
Some of the names, as Tower, Young, Estabrooks, Jinks, Foster, Curry, Bateman, Cahoun, Brown, Smith, Cole, King, Finney, Carpenter, Briggs, Sprague, Robinson, Seaman, Power, Tucker, Parker, Emerson, Davis, etc., represent well known families in the community.  Many of the others probably never came to the country at all and others not satisfied with the prospect returned again to the other colonies.

The first town meeting or meeting of the committee for Sackville township took on 20th July, 1762.  It was held at the house of Mrs. Charity Bishop, who kept an inn at Cumberland.  There were present Capt. John Huston, Doctor John Jencks, Joshua Sprague, Valentine Estabrooks, William Maxwell and Joshua Winslow.  Capt. Huston was made chairman and Ichabod Comstock, clerk............................................................................................................

The conditions and locations of the proposed new grant of Sackville were of the first interest to the newly arrived settlers and the proceedings were largely taken up with settling such matters.  It was resolved that a family of six, and seven head of cattle should have one and a half shares or 750 acres.......................................................................................................

At the next meeting held on 31st August, Me Elijah Ayer's name appears as a committeeman.

In 1763, Sackville's inhabitants consisted of nearly 20 families only, and only 200 acres of upland had then been cleared.  They had 12,000 acres of marsh land.  At the same time Cumberland, (now the parish of Westmorland) possessed 35 families who owned 600 acres of cleared land and 18,800 acres of marsh land.............................................................................................................

At a town meeting held 18th April, 1770, Robert Scott was appointed moderator and Robert Foster clerk.  They with John Thomas were appointed a committee to settle with the old committee for the survey of the lands.............................................................................................................

The first actual grant at Sackville appears to have been made on 12th October, 1765.  Previous to that date, settlers had no title to lands they occupied beyond orders-in-council, issued at Halifax and which the grant confirmed.  This grant was for the 35,250 acres.  The consideration was a quit rent of one shilling sterling for ten years for every hundred acres.  If no rent be paid for three years and no distress be found, or if the granters sell the same within ten years the grant is void..............................................................................................................

The township was to consist of 100,000 acres.  It was divided into three sections, known as letters A B and C.  Letter B division, embraced the district between Foundry St.: 'C' north, Morice's mill Pond.  There were home lots for actual settlers who had wood lots and marsh lots bearing corresponding numbers.........................................................................................................

The wood lots were not then nor until many years later after considered of any commercial value and when their owners left the country and the new owners took no interest or charge of them the ownership of many became obscured.  When the timber on them commenced to be valuable, there suddenly grew up a small class of land jumpers, who ran out vacant lots and exercised acts of ownership.  These acts led to a great deal of litigation and, for many years the Supreme Court was kept more or less busy over 'Sackville rights'.

Many of the original grants of lots were voided for want of settlement and other grants issued over the same lands......................................................................................................
The letter below from James Metcalf to his intended wife throws a sidelight in the conditions of life in Cumberland in 1772.  The letter, though rude in form, exhibits a man of strong purpose and high character.  It was two years reaching Ann Gill.  She arrived at Fort Cumberland in 1774 and despatched a messager to Mr. Metcalf, who awakened him at 2 o'clock in the morning with news.  He started at once with a led horse for the Fort where he met her.  They were married at Fort Lawrence that day.  They left two daughters, one of whom married Wm. Sharpe and the other Charles Atkinson.  Amos (King) Seaman married a daughter of the latter.  August, 1772

My Dear: This comes to let you know that I am in good helth as these Lines I hope I shall find you, wee are meany Leagues part but Distance or lenth of time since we parted hath not made mee to forgit you, I have got 207 acers of land 33 acers of clear land very good land a good part of it will bee easly cleared, because it hath been formerly cut by the French, I and other two have 45 acers more for 5 years, and orchard that grows plenty of appels we desire to plow ye 45 acers and to sow it with wheat and other grane it is a pleasant and will be a frutefull place with cultivation  I need not say much of my place nor of the countery by this letter for I have described it in the other letter to my master only one thing I would tell you and that is a little flye caled a misketo that is troublesome in somer time and bites like a midge but I am told by the people that came to the place 8 or 9 years since that there is becom much fewer of them it is oweing to ye want of inhabitance and cattel to eat up the gras this is the only thing I have to say against the Country and now I put you to your promis that you promisd mee saying I will surely come to you and my Dear I shall be very glad to see you fulfill your promise to mee and I will fulfill mine to you if you come I will be a kind Husband to you and take you before aney other for I must marry for I cannot live well as I am, and as to your passage you need not bee affraide nor to let your thoughts to trouble you or to think how shall I undertake such a journey only try come and be not affraid I sopose that you will have plenty from Yorkshire to acompaney you O would I wear in the place of these lines and that I might be your companion but that must not be I have great besiness to do and cattle to look after so I cannot I can only pray to our God to protect and be your soport and guide when I was at sea I was sick but 2 half days half a day ye day that we imbarked and again sometime after when the sea was very Ruff and we all had a very good passage and were very helthfull. The people here are of different persusaions in religion they are mostly prisbyterians and Baptists ye church of England are fewer that either I believe that if one of our methodist preachers wear here he would be gladly received by people of all persusaions they are very strict in regard to ye Lords day and consious of family dutys but as to the mane thing in religion would it were more known among all people I trust that religion in its purity will be preached here also people here are naturally kind one to another even the Indians when a countryman comes to their wigwams are if they have aney meat at all they give him some.  Spinning wheels are very dear here for they are twenty shilings a peece English money pay for more then in England Ye Guney pays for thre and twenty and fower pence but all ye money in ye place is not English, there is a dollar that is 5s the pisterence that goes for a shiling every countrys money goes if peopel know its worth, all linen cloth and woolen cloth is very dear hear but they almost all grow thir own line and dres it themselves and the French and New England peopel, the women are mostly weavers and work their own both linen and wolen if you come pray be so good as to bring about a bushel of wheat if you can of 4 different kinds for seed let yellow Kent be one and Hampshire brown another for it will be of great servis hear be carefull to keep it from salt water you may if you please lay it like a pillow in your bed or in aney place where ye salt water does not come, provide a little tea or something that is nourishing provided you should be sea sick, I should be glad to see my master Wilkison hear but altho ye countrys good I would not advise him to come lest things should not do well so I might be blamed but he should I think he might do well hear, is nothing but the misketoes that is troublesome and they are bad to that they make a smoke at ye door sometimes in the evening to keep them out of their houses they are more troublesome then may imagin  but as I said it is for want of the Gras being mowed or eaten or burnt. This is ye only thing that I have to say against the place all things I things I think will be made up when inhabitance comes and trade increases if you come be not discoriged by aney thing in ye country for it is good if you come you will sail up to Fort Cumberland and when you are there write a line or two to me and send it to me to Maccan River by aney man and I will pay him and come for you but as soon as you receive my letter let me know your mind by letter and I will be as good as my word, the passage is paid at Liverpool before you go on bord but if you should not be abel to pay make friends to some that come and I will pay write to James Shanks at Liverpool about it. I must conclude for this time may ye Lord bles you and conduct you safe hither from

James Metcalf

If you write to mee you must direct to me at Maccan near Fort Cumberland to ye care of Govener Franklin at Halifax Nova Scotia. (directed to Miss.)

Mrs. Ann Gill With Mr. Thomas Wilkinson Martin Lordship near Ganongwould in Yorkshire, England.",,,"Acadians;Deportation;Settlement;Beaubassin;Fort Beausejour;Fort Lawrence;Fort Cumberland;Yorkshire Settlers;New England;Planters;Eddy Rebellion;Cumberland;Tintamarre Villages;Sackville;Baie Verte;Methodist Church;Personal Accounts;Baptist Church;Mi'kmaq;Metcalf, James;Letters;Thompson, Toler 1780-1846;Lists;Land;Grants;Passenger Lists;Ships;Albion (Ship);Jenny (Ship)",FC 2303 N93;|http://www.canadagenweb.org/archives/ns/chigrecords.txt,W.P. Bell Collection of Acadiana;;Online Resource;
